Stem Type,Poppy Product ID,Poppy Product Name,2025 Overall Purchase Volume,Vendor Product Code,Vendor Product Name,Grade/Length (if applicable),Price Per Stem,Price Per Bunch,Bunch Size,MOQ,Source Country,Notes,unit of measure
Larkspur,84,Larkspur Purple,1260,44027,Larkspur Purple 80/90cm Ecuado,,1.299,12.99,10,1,,,Bu
Larkspur,102,Larkspur White,18361,44026,Larkspur White 80/90cm Ecuador,,1.299,12.99,10,1,,,Bu
Larkspur,,,,28047,Larkspur Lavender 60-70cm,,1.099,10.99,10,1,,,Bu
Larkspur,,,,29725,Larkspur Pink 60/70cm Ecuador,,1.199,11.99,10,1,,,Bu
Larkspur,,,,21112,Larkspur Pink 80-90cm 6pk,,1.499,14.99,10,6,,,Bu
Larkspur,,,,32224,Larkspur Pink-Dk 70-80cm CA,,1.299,12.99,10,1,,,Bu
Larkspur,,,,21081,Larkspur Pink-Dk 80+cm XTR,,1.499,14.99,10,1,,,Bu
Larkspur,,,,21084,Larkspur Pink-Lt 80+cm XTR,,1.499,14.99,10,1,,,Bu
Larkspur,,,,21113,Larkspur Purple 60/70cm Ec,,1.199,11.99,10,1,,,Bu
Larkspur,,,,32228,Larkspur Purple 70-80cm CA,,0.999,9.99,10,1,,,Bu
Larkspur,,,,28449,Larkspur Purple 80-90cm 6pk,,1.499,14.99,10,6,,,Bu
Larkspur,,,,21114,Larkspur White 60/70cm Ecuado,,0.999,9.99,10,1,,,Bu
Larkspur,,,,32229,Larkspur White 70-80cm CA,,1.299,12.99,10,1,,,Bu
Larkspur,,,,28450,Larkspur White 80-90cm 6pk,,1.499,14.99,10,6,,,Bu
Leptospermum,,,,25696,Leptospermum Pink,,1.299,12.99,10,1,,,Bu
Leptospermum,,,,26430,Leptospermum Pink-Hot,,1.299,12.99,10,1,,,Bu
Leptospermum,,,,25212,Leptospermum White,,1.299,12.99,10,1,,,Bu
Leucadendron ,,,,38045,Leucadendron Gold Strike 10st,,1.199,11.99,10,1,,,Bu
Leucadendron ,,,,36101,Leucadendron Safari Sunset,,0.899,8.99,10,1,,,Bu
Leucadendron ,,,,10602,Leucadendron Winter Sunshine,,0.899,8.99,10,1,,,Bu
Leucocoryne ,,,,54469,Leucocoryne Lav Caravelle 10st,,1.499,14.99,10,1,,,Bu
Liatris,,,,52373,Liatris Purple 70cm 6pk,,0.649,6.49,10,6,,,Bu
Liatris,,,,21167,Liatris Purple 80 cm,,0.899,8.99,10,1,,,Bu
Liatris,,,,21169,Liatris Purple 90 cm,,0.999,9.99,10,1,,,Bu
Lilac,15904,Lilac Lavender,10,,,,,,,,,,
Lily,,,,67957,Lily Hyb Pk Binazco 2blm,,2.599,25.99,10,1,,,Bu
Lily,,,,67965,Lily Hyb Pk Brooks 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,50620,Lily Hyb Pnk King Solomon 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,41485,Lily Hyb Pnk Sorbonne 2/3 Cana,,3.299,32.99,10,1,,,Bu
Lily,,,,57668,Lily Hyb Pnk Sorbonne 2blm,,2.599,25.99,10,1,,,Bu
Lily,,,,41486,Lily Hyb Pnk Sorbonne 4/5 Cana,,3.499,34.99,10,1,,,Bu
Lily,,,,41487,Lily Hyb Pnk Table Dance 2/3 C,,3.699,36.99,10,1,,,Bu
Lily,,,,53984,Lily Hyb Pnk Table Dance 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,26407,Lily Hyb Pnk Table Dance 3+ DV,,2.899,28.99,10,1,,,Bu
Lily,,,,41488,Lily Hyb Pnk Table Dance 4/5 C,,3.999,39.99,10,1,,,Bu
Lily,,,,41489,Lily Hyb Pnk Tarrango 2/3 Cana,,3.499,34.99,10,1,,,Bu
Lily,,,,26256,Lily Hyb Pnk Tarrango 2blm,,2.599,25.99,10,1,,,Bu
Lily,,,,55824,Lily Hyb Pnk Tarrango 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,41490,Lily Hyb Pnk Tarrango 4/5 Cana,,3.699,36.99,10,1,,,Bu
Lily,,,,53994,Lily Hyb Wht Monteneu 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,48793,Lily Hyb Wht Premium Blonde 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,55445,Lily Hyb Wht Santander 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,41480,Lily Hyb Wht Santander 4/5 Can,,3.999,39.99,10,1,,,Bu
Lily,,,,54161,Lily Hyb Wht Saronno 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,34102,Lily Hyb Wht Saronno 4+ DVFlor,,2.999,29.99,10,1,,,Bu
Lily,,,,57638,Lily Hyb Wht Tisento 4+ DVFlor,,3.199,31.99,10,1,,,Bu
Lily,,,,41483,Lily Hyb Wht Zambesi 2/3 Canad,,3.499,34.99,10,1,,,Bu
Lily,,,,57667,Lily Hyb Wht Zambesi 2blm,,2.599,25.99,10,1,,,Bu
Lily,,,,41484,Lily Hyb Wht Zambesi 4/5 Canad,,3.799,37.99,10,1,,,Bu
Lily,,,,41518,Lily Hyb Yel Vigneron 2/3 Cana,,2.999,29.99,10,1,,,Bu
Lily,,,,67912,Lily Hyb Ylw Catina 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,52706,Lily Hyb Ylw Manisa 3+ DVF,,2.799,27.99,10,1,,,Bu
Lily,,,,68068,Lily LA Orange Talisker NC,,1.699,16.99,10,1,,,Bu
Lily,,,,55782,Lily LA Org Eremo 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,55781,Lily LA Org Honesty 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,22744,Lily LA Org Sunderland 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,41072,Lily LA Pch Menorca 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,53851,Lily LA Pch Salmon Classic NC,,1.699,16.99,10,1,,,Bu
Lily,,,,46426,Lily LA Peach 3+ Canada,,2.199,21.99,10,1,,,Bu
Lily,,,,41475,Lily LA Pink 3+ Canada,,2.199,21.99,10,1,,,Bu
Lily,,,,54155,Lily LA Pink Albufeira 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,57653,Lily LA Pink Bourbon Street 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,40146,Lily LA Pink Brindisi 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,53853,Lily LA Pink Brindisi NC,,1.699,16.99,10,1,,,Bu
Lily,,,,57655,Lily LA Pink Indian Summerset,,1.799,17.99,10,1,,,Bu
Lily,,,,49303,Lily LA Pink Yerseke 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,57105,Lily LA Red Pokerface 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,41478,Lily LA White 3+ Canada,,2.199,21.99,10,1,,,Bu
Lily,,,,20221,Lily LA White Perrano NC,,1.699,16.99,10,1,,,Bu
Lily,,,,33110,Lily LA Wht Bach 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,68078,Lily LA Wht Charm 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,57652,Lily LA Wht Courier 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,68104,Lily LA Wht Litouwen 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,55789,Lily LA Wht Parrano 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,54157,Lily LA Wht Richmond 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,57648,Lily LA Wht Sound 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,53848,Lily LA Yellow Pavia NC,,1.699,16.99,10,1,,,Bu
Lily,,,,46698,Lily LA Ylw El Divo 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,55852,Lily LA Ylw Pavia 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,34528,Lily Org Brunello 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,34935,Lily Org Tressor 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,57672,Lily OT Conca D'Or 2blm,,2.699,26.99,10,1,,,Bu
Lily,,,,41503,Lily Rose Dbl Anoushka 2/3 Can,,3.399,33.99,10,1,,,Bu
Lily,,,,41497,Lily Rose Dbl Pnk Floretta 2/3,,3.299,32.99,10,1,,,Bu
Lily,,,,41499,Lily Rose Dbl Pnk Samantha 2/3,,3.399,33.99,10,1,,,Bu
Lily,,,,41501,Lily Rose Dbl Pnk Viola 2/3 Ca,,3.499,34.99,10,1,,,Bu
Lily,,,,41502,Lily Rose Dbl Pnk Viola 4/5 Ca,,3.799,37.99,10,1,,,Bu
Lily,,,,41491,Lily Rose Dbl Wht Aisha 2/3 Ca,,3.499,34.99,10,1,,,Bu
Lily,,,,41492,Lily Rose Dbl Wht Aisha 4/5 Ca,,3.799,37.99,10,1,,,Bu
Lily Hybrid,15614,Asiatic Lily White -Richmond,30,,,,1.8,18,10,1,,,bunch
Lily Hybrid,15458,Lily Orange - Amiga,20,,,,,,,,,,
Limonium,15045,Limonium - Misty White,1090,32957,Limonium White Misty,,2.2,11.00,5,1,,weighted,Bu
Limonium,14755,Limonium - Pina Colada,2020,,,,,,,,,,
Limonium,15264,Limonium - White Sinesis,370,,,,1.6,8,5,1,,WEIGHTED,bunch
Limonium,15741,Limonium Lavender- Sky Light,1730,,,,2,10,5,1,,WEIGHTED,bunch
Limonium,15296,Limonium Purple - Misty Blue,215,,,,2,10,5,1,,WEIGHTED,bunch
Limonium,71,Limonium Purple- Shooting Star,405,,,,,,,,,,
Limonium,15699,Limonium- Silver Pink,510,,,,,,,,,,
Limonium,,,,29411,Limonium Blue Maine,,1.6,8.00,5,1,,weighted,Bu
Limonium,,,,60802,Limonium Blue Splendid,,1.998,9.99,5,1,,weighted,Bu
Limonium,,,,26800,Limonium Blue Splendid Cs5,,1.738,8.69,5,5,,weighted,Bu
Limonium,,,,21179,Limonium White Diamond,,1.598,7.99,5,1,,weighted,Bu
Limonium,,,,21181,Limonium White Misty 5pk,,2,10.00,5,5,,weighted,Bu
Limonium,,Limonium Pink Sinesis,,21178,Limonium Pink Sinensis,,1.6,8.00,5,1,,weighted,Bu
Lisianthus,14642,Lisianthus Blush,60,,,,2.9,29,10,1,,,bunch
Lisianthus,15232,Lisianthus Brown - Rosanne,120,,,,4,40,10,1,,,bunch
Lisianthus,310,Lisianthus Brown - Wondrous,140,,,,,,,,,,
Lisianthus,253,Lisianthus Cream,70,,,,2.9,29,10,1,,,bunch
Lisianthus,15079,Lisianthus Dark Purple,425,42193,Lisianthus Prp Rosaflora 75cm,,2.899,28.99,10,1,,,bunch
Lisianthus,14667,Lisianthus Green,20,21226,Lisianthus Green Rosaflora 75c,,2.899,28.99,10,1,,,bunch
Lisianthus,14960,Lisianthus Hot Pink,45,,,,2.9,29,10,1,,,bunch
Lisianthus,14743,Lisianthus Lavender,30,,,,2.9,29,10,1,,,bunch
Lisianthus,14808,Lisianthus Peach,340,53413,Lisianthus Apricot Rosaflor 75,,2.899,28.99,10,1,,,bunch
Lisianthus,7,Lisianthus Pink,260,43330,Lisianthus Pink RosaFlora 75cm,,2.899,28.99,10,1,,,bunch
Lisianthus,252,Lisianthus White,1710,21323,Lisianthus White RosaFlora 75c,,2.899,28.99,10,1,,,bunch
Lisianthus,,,,42368,Lisianthus Champagne 80cm,,3.199,31.99,10,1,,,Bu
Lisianthus,,,,42466,Lisianthus Magenta Rosaflor,,2.899,28.99,10,1,,,Bu
Lisianthus,,,,26755,Lisianthus Pink Canada 50/60cm,,2.299,22.99,10,1,,,Bu
Lisianthus,,,,21272,Lisianthus Pink Light 80cm,,3.199,31.99,10,1,,,Bu
Lisianthus,,,,17328,Lisianthus Pk Lt RosaFlora 75c,,2.999,29.99,10,1,,,Bu
Lisianthus,,,,26751,Lisianthus Pk Var Rosaflora 75,,2.999,29.99,10,1,,,Bu
Lisianthus,,,,21312,Lisianthus Prp Var Rosaflora 7,,2.999,29.99,10,1,,,Bu
Lisianthus,,,,44892,Lisianthus Purple Canada 50/60,,2.299,22.99,10,1,,,Bu
Lisianthus,,,,21316,Lisianthus White 80cm,,3.199,31.99,10,1,,,Bu
Marigold,72,Marigold Orange,4840,,,,0.9,9,10,1,,,bunch
Mini Carnation,15623,Mini Carnation - Clavel Vinium,35,,,,,,,,,,
Mini Carnation,15793,Mini Carnation - Moorea,25,,,,,,,,,,
Mini Carnation,15109,Mini Carnation Burgundy - Chateau,80,,,,,,,,,,
Mini Carnation,15687,Mini Carnation Canela,100,,,,,,,,,,
Mini Carnation,220,Mini Carnation Peach,10,,,,0.6,6,10,1,,,bunch
Mini Carnation,15794,Mini Carnation Pink Roxanne,30,,,,,,,,,,
Mini Carnation,15342,Mini Carnation Red - Scarlette,110,,,,,,,,,,
Mini Carnation,15753,Mini Carnation Red- Aragon,115,,,,,,,,,,
Mini Carnation,15112,Mini Carnation White - Selene,25,,,,,,,,,,
Mini Carnation,15792,Mini Carnation White Ibis,220,,,,,,,,,,
Mini Carnation,15781,Mini Carnation Yellow- Alessia,50,,,,,,,,,,
Mini carnation ,,Mini Carnation Burgundy  ,,,,,0.6,6,10,1,,,bunch
Mini carnation ,,Mini Carnation Cream,,,,,0.6,6,10,1,,,bunch
Mini carnation ,,Mini Carnation Hot Pink,,,,,0.6,6,10,1,,,bunch
Mini carnation ,,Mini Carnation Pink   ,,,,,0.6,6,10,1,,,bunch
Mini carnation ,,Mini Carnation Red,,,,,0.6,6,10,1,,,bunch
Mini carnation ,,Mini Carnation White,,,,,0.6,6,10,1,,,bunch
Mini carnation ,,Mini Carnation White  ,,,,,0.6,6,10,1,,,bunch
Mini carnation ,,Mini Carnation Yellow  ,,,,,0.6,6,10,1,,,bunch
Nigella,15038,Nigella Light Blue,895,27649,,,1.2,12,10,1,,,bunch
Nigella,15887,Nigella Light Pink,15,,,,,,,,,,
Nigella,15028,Nigella White,795,,,,1.2,12,10,1,,,bunch
Nigella,,,,49731,Nigella Blue 10stem Japan,,3.499,34.99,10,1,,,Bu
Nigella,,Nigella Blue Japan,,49731,,,3,30,10,1,,,bunch
Nigella,,Nigella Pods Black,,29505,,,1.4,14,10,1,,,bunch
Oncidium,,,,46554,Oncidium Golden Shower,,2.999,29.99,10,1,,,Bu
Orchid,15920,Cymbidium Orchid - Madelon Red,66,,,,,,,,,,
Orchid,14691,Dendrobium Orchid White,370,,,,2.3,23,10,1,,,bunch
Orchid,15943,Mokara Orchid - Light Pink,120,,,,3.6,18,5,1,,,bunch
Orchid,14823,Phalaenopsis Orchid Spray White 6-9 Blooms,259,,,,28,28,1,1,,,stem
Oregonia,,,,G1310,Oregonia,,2.398,11.99,5,1,,weighted,Bu
Oriental Lily,15461,Oriental Lily Pink - Star Gazer,40,,,,2.8,28,10,1,,,bunch
Oriental Lily,284,Oriental Lily White,275,,,,2.8,28,10,1,,,bunch
Oriental Lily,15462,Oriental Lily White- Sambuca,10,,,,,,,,,,
Palm,,,,G2091,Emerald Medium Guatemala,,0.2445,4.89,20,2,,,Bu
Palm,,,,G1645,Emerald Premium Guatemala,,0.2995,5.99,20,2,,,Bu
Palm,,,,G2092,Emerald Premium Guatemala 15pk,,0.2495,4.99,20,15,,,Bu
Palm,,,,G2100,Emerald Premium Narrow,,0.2295,4.59,20,2,,,Bu
Palm,,,,G1031,Emerald Tepe,,0.3995,7.99,20,2,,,Bu
Palm,,,,G1369,Palm Phoenix Roebelini 20st,,0.3495,6.99,20,2,,,Bu
Pampas,99,Dried Pampas Grass Short,1705,,,,,,,,,,
Pampas,206,Dried Pampas Grass Tall,1345,,,,,,,,,,
Peony,14879,Peony - Coral Charm,125,,,,,,,,,,
Peony,14828,Peony Blush,140,,,,,,,,,,
Peony,15343,Peony Burgundy,10,,,,,,,,,,
Peony,15622,Peony Hot Pink,25,,,,,,,,,,
Peony,15446,Peony Hot Pink - Alexander Flemming,10,,,,,,,,,,
Peony,15447,Peony Pink/Blush - Sarah Bernhardt,65,,,,,,,,,,
Peony,178,Peony White,360,,,,,,,,,,
Peony,,,,12668,Peony Blush Gardenia 5st,,5.998,29.99,5,1,,,Bu
Peony,,,,12653,Peony Coral Charm 5st,,7.998,39.99,5,1,,,Bu
Peony,,,,10697,Peony Pink Lt Angel Cheeks 5st,,6.398,31.99,5,1,,,Bu
Peony,,,,33768,Peony Pink Sara B 5st,,7.998,39.99,5,1,,,Bu
Peony,,,,42841,Peony Pink Sara B 5st,,7.998,39.99,5,1,,,Bu
Peony,,,,32002,Peony Pink Sarah Bern 5st 20pk,,5.998,29.99,5,20,,,Bu
Peony,,,,12192,Peony Red Henry Bockstoce 5st,,8.998,44.99,5,1,,,Bu
Peony,,,,17836,Peony White Bridal Shower 5st,,5.998,29.99,5,1,,,Bu
Peony,,,,12096,Peony White Claude Tain 5st,,6.398,31.99,5,1,,,Bu
Pepperberry ,,,,28062,Pepperberry Upright Brazilian,,1.998,9.99,5,1,,weighted,Bu
Pepperberry  ,,,,21549,Pepperberry Hanging Green,,1.598,7.99,5,1,,weighted,Bu
Phal,,,,75123,Phal Spray Prp Buffalo 9+bl,,29.99,29.99,1,1,,,Stem
Phal,,,,10810,Phal Spray White Kobe 7+bl,,27.99,27.99,1,1,,,Stem
Phal,,,,10791,Phal Spray White Kobe 9+bl,,29.99,29.99,1,1,,,Stem
Phlox,,,,22127,Phlox White Dutch,,0.999,9.99,10,1,,,Bu
Pincushion Protea,,,,39826,Pincushion Asst Seasonal 20pk,,4.49,4.49,1,20,,,Stem
Pincushion Protea,,,,29174,Pincushion Org 20pk,,3.29,3.29,1,20,,,Stem
Pincushion Protea,,,,36639,Pincushion Org CA 20pk,,2.99,2.99,1,20,,,Stem
Pincushion Protea,,,,42664,Pincushion Org Soleil 50pk,,2.99,2.99,1,50,,,Stem
Pincushion Protea,,,,30034,Pincushion Red Tango 20pk,,3.49,3.49,1,20,,,Stem
Pincushion Protea,,,,10379,Pincushion Yel Blush Firefly20,,3.49,3.49,1,20,,,Stem
Pincushion Protea,,,,38271,Pincushion Yel Mooonlight 50pk,,29.99,29.99,1,50,,,Stem
Pine Cones,14747,Mini Pine Cones,100,,,,,,,,,,
Pine Cones,15586,Pinecone Pick,110,,,,,,,,,,
Pompon,15124,Micro Pompons Bronze - Oro,25,,,,,,,,,,
Pompon,15114,Micro Pompons Green - Candy Crush Mint,10,52137,Pom Pon Candy Crush Mint 6pk,,0.8316666667,4.99,6,6,,,bunch
Pompon,15117,Micro Pompons White - Candy Crush,115,52183,Pom Pon White Candy Crush 6pk,,0.715,4.29,6,6,,,bunch
Pompon,15294,Micro Pompons White - Katy,50,,,,1,6,6,1,,,bunch
Pompon,15118,Micro Pompons Yellow - Candy Crush,100,,,,0.8,4.8,6,6,,,bunch
Pompon,15034,Pompon Cushion - Copper,215,,,,1,6,6,1,,,bunch
Pompon,15121,Pompon Cushion - Creme Brulee,150,,,,0.8,4.8,6,6,,,bunch
Pompon,15132,Pompon Cushion Dark Bronze - Tusca,80,,,,0.8,4.8,6,6,,,bunch
Pompon,15573,Pompon Cushion Lavender- Roselle,30,,,,0.8,4.8,6,6,,,bunch
Pompon,15119,Pompon Cushion Red - Chianti,395,,,,0.8,4.8,6,6,,,bunch
Pompon,15131,Pompon Cushion Red - Testarossa,30,,,,0.8,4.8,6,6,,,bunch
Pompon,15127,Pompon Daisy Light Bronze - Ribbon,10,,,,0.8,4.8,6,6,,,bunch
Pompon,188,Pompon Daisy White - Atlantis,270,,,,1,6,6,1,,,bunch
Pompon,15321,Pompon Daisy Yellow - Zippo,200,54836,Pom Pon Yellow Zippo 6pk,,0.9816666667,5.89,6,6,,,bunch
Pompon,15129,Pompon Light Bronze - Solar Eclipse,10,,,,,,,,,,
Pompon,15081,Pompon Novelty Bronze - Lexy,915,,,,1,6,6,1,,,bunch
Pompon,15095,Pompon Novelty White - Mont Blanc,90,,,,,,,,,,
Pompon,,,,59170,Pom Pon Blue Ocean Coral,,1.331666667,7.99,6,1,,,Bu
Pompon,,,,59171,Pom Pon Blue Ocean Jade,,1.331666667,7.99,6,1,,,Bu
Pompon,,,,59172,Pom Pon Blue Ocean Prp Sapphir,,1.331666667,7.99,6,1,,,Bu
Pompon,,,,59173,Pom Pon Blue Ocean Sapphire,,1.331666667,7.99,6,1,,,Bu
Pompon,,,,18526,Pom Pon Burg Cush Malbec 5pk,,0.665,3.99,6,5,,,Bu
Pompon,,,,54879,Pom Pon Cream Cush Crm Brul 6p,,0.7983333333,4.79,6,6,,,Bu
Pompon,,,,52149,Pom Pon Cush Yel Champagne 6pk,,0.8316666667,4.99,6,6,,,Bu
Pompon,,,,18535,Pom Pon Green Athos 5pk,,0.715,4.29,6,5,,,Bu
Pompon,,,,54732,Pom Pon Green Bombellini 5pk,,0.765,4.59,6,5,,,Bu
Pompon,,,,23159,Pom Pon Green Button,,0.8316666667,4.99,6,1,,,Bu
Pompon,,,,37806,Pom Pon Green Button Country,,0.915,5.49,6,1,,,Bu
Pompon,,,,42354,Pom Pon Green Button Ctry 12pk,,0.6483333333,3.89,6,12,,,Bu
Pompon,,,,62812,Pom Pon Green Whatsapp 6pk,,0.715,4.29,6,6,,,Bu
Pompon,,,,62820,Pom Pon Green Zembla 6pk,,0.6983333333,4.19,6,6,,,Bu
Pompon,,,,18536,Pom Pon Grn Butt Country 5pk,,0.715,4.29,6,5,,,Bu
Pompon,,,,67139,Pom Pon Grn Butt Whats App 5pk,,0.665,3.99,6,5,,,Bu
Pompon,,,,52164,Pom Pon Lav Melrose 6pk,,0.7983333333,4.79,6,6,,,Bu
Pompon,,,,62821,Pom Pon Lav Prada Sweet 6pk,,0.715,4.29,6,6,,,Bu
Pompon,,,,52158,Pom Pon Lav Veronica 6pk,,0.7316666667,4.39,6,6,,,Bu
Pompon,,,,23254,Pom Pon Lav. Button,,1.081666667,6.49,6,1,,,Bu
Pompon,,,,18527,Pom Pon Lav. Button 5pk,,0.6483333333,3.89,6,5,,,Bu
Pompon,,,,23178,Pom Pon Lav. Cushion,,1.081666667,6.49,6,1,,,Bu
Pompon,,,,67138,Pom Pon Lav. Cushion 5pk,,0.6983333333,4.19,6,5,,,Bu
Pompon,,,,50756,Pom Pon Lav. Daisy 5pk,,0.715,4.29,6,5,,,Bu
Pompon,,,,23229,Pom Pon Lavender Daisy,,0.865,5.19,6,1,,,Bu
Pompon,,,,62824,Pom Pon Lavender Mystery 6pk,,0.7483333333,4.49,6,6,,,Bu
Pompon,,,,54799,Pom Pon Nov Green Alemani 5pk,,0.715,4.29,6,5,,,Bu
Pompon,,,,67619,Pom Pon Novelty Asst 12pk,,0.665,3.99,6,12,,,Bu
Pompon,,,,52115,Pom Pon Novelty Pink Amaze 5pk,,0.9816666667,5.89,6,5,,,Bu
Pompon,,,,60961,Pom Pon Novelty Ying Yang,,0.9483333333,5.69,6,1,,,Bu
Pompon,,,,18528,Pom Pon Novelty Ying Yang 5pk,,0.665,3.99,6,5,,,Bu
Pompon,,,,58668,Pom Pon Peach Cushion 5pk,,0.6816666667,4.09,6,5,,,Bu
Pompon,,,,54700,Pom Pon Peach Cushion 6pk,,0.7816666667,4.69,6,6,,,Bu
Pompon,,,,58667,Pom Pon Peach Daisy 5pk,,0.6816666667,4.09,6,5,,,Bu
Pompon,,,,53679,Pom Pon Pink Cushion,,0.9983333333,5.99,6,1,,,Bu
Pompon,,,,54748,Pom Pon Pink Daisy 14pk,,0.8316666667,4.99,6,14,,,Bu
Pompon,,,,50958,Pom Pon Pink Daisy Alma,,0.915,5.49,6,1,,,Bu
Pompon,,,,52189,Pom Pon Pink Daisy Aquarel 6pk,,0.715,4.29,6,6,,,Bu
Pompon,,,,52098,Pom Pon Pink Daisy Atlantis,,0.9983333333,5.99,6,1,,,Bu
Pompon,,,,62809,Pom Pon Pink Delirock 6pk,,0.865,5.19,6,6,,,Bu
Pompon,,,,54753,Pom Pon Purple Button,,0.8316666667,4.99,6,1,,,Bu
Pompon,,,,42351,Pom Pon Purple Cushion,,1.165,6.99,6,1,,,Bu
Pompon,,,,54685,Pom Pon Purple Cushion 12pk,,0.7983333333,4.79,6,12,,,Bu
Pompon,,,,60929,Pom Pon Purple Cushion 5pk,,0.6816666667,4.09,6,5,,,Bu
Pompon,,,,21569,Pom Pon Purple Daisy 5pk,,0.6983333333,4.19,6,5,,,Bu
Pompon,,,,52094,Pom Pon Purple Delirock 6pk,,0.765,4.59,6,6,,,Bu
Pompon,,,,52186,Pom Pon Purple Uvita 6pk,,0.715,4.29,6,6,,,Bu
Pompon,,,,62046,Pom Pon Red Button,,0.8816666667,5.29,6,1,,,Bu
Pompon,,,,62983,Pom Pon Red Daisy Bramis 5pk,,0.5816666667,3.49,6,5,,,Bu
Pompon,,,,59106,Pom Pon Salmon Cushion 5pk,,0.7316666667,4.39,6,5,,,Bu
Pompon,,,,23182,Pom Pon White Button,,0.8983333333,5.39,6,1,,,Bu
Pompon,,,,23131,Pom Pon White Button 5pk,,0.665,3.99,6,5,,,Bu
Pompon,,,,52183,Pom Pon White Candy Crush 6pk,,0.715,4.29,6,6,,,Bu
Pompon,,,,23296,Pom Pon White Cush Maisy,,1.165,6.99,6,1,,,Bu
Pompon,,,,60655,Pom Pon White Cush Maisy 5pk,,0.715,4.29,6,5,,,Bu
Pompon,,,,18429,Pom Pon White Cush Maisy 8pk,,0.665,3.99,6,8,,,Bu
Pompon,,,,23200,Pom Pon White Daisy Alma,,0.915,5.49,6,1,,,Bu
Pompon,,,,62814,Pom Pon White Daisy Alma 6pk,,0.7816666667,4.69,6,6,,,Bu
Pompon,,,,54818,Pom Pon White Daisy Coconut 6p,,0.765,4.59,6,6,,,Bu
Pompon,,,,50947,Pom Pon White Daisy Meraki 6p,,0.765,4.59,6,6,,,Bu
Pompon,,,,23347,Pom Pon White Daisy Reagan 15p,,0.665,3.99,6,15,,,Bu
Pompon,,,,52156,Pom Pon White Eagle 6pk,,0.715,4.29,6,6,,,Bu
Pompon,,,,52162,Pom Pon White Micro Whynot 6pk,,0.7483333333,4.49,6,6,,,Bu
Pompon,,,,52166,Pom Pon White Top Dollar 6pk,,0.7316666667,4.39,6,6,,,Bu
Pompon,,,,62035,Pom Pon Wht/Grn Zem/Maisy Lime,,0.9983333333,5.99,6,1,,,Bu
Pompon,,,,23204,Pom Pon Yel. Viking Sundi 5pk,,0.7816666667,4.69,6,5,,,Bu
Pompon,,,,18538,Pom Pon Yel. Viking Vybowl 5pk,,0.7316666667,4.39,6,5,,,Bu
Pompon,,,,23187,Pom Pon Yellow Button,,0.9983333333,5.99,6,1,,,Bu
Pompon,,,,18540,Pom Pon Ylw Daisy Ylwstone 5pk,,0.665,3.99,6,5,,,Bu
Pompon,,,,62826,Pom Pon Ylw Paintball Sunny 6p,,0.6816666667,4.09,6,6,,,Bu
Poppy,14853,Poppy Mixed Colors,5830,,,,1.4,35,25,1,,,bunch
Protea,15599,King Protea Pink,1,,,,13,13,1,1,,,stem
Protea,14712,Leucadendron Red - Safari Sunset,40,,,,1,10,10,1,,,bunch
Protea,15967,Protea- Pink Ice,1,10184,Protea Pink Ice,,3.99,3.99,1,1,,,stem
Protea,,,,38104,Protea Assorted Pink 15pk,,3.99,3.99,1,15,,,Stem
Protea,,,,10188,Protea Pink Mink,,4.99,4.99,1,1,,,Stem
Protea,,,,27588,Protea Queen Pink Empress,,11.99,11.99,1,1,,,Stem
Protea,,,,10189,Protea Red Mink,,3.99,3.99,1,1,,,Stem
Protea,,,,27483,Protea White Night,,7.99,7.99,1,5,,,Stem
Pussy Willow,,,,18110,Pussy Willow 20in 10st,,0.599,5.99,10,1,,,Bu
Pussy Willow,,,,12939,Pussy Willow 24in 10st,,0.699,6.99,10,1,,,Bu
Pussy Willow,,,,68801,Pussy Willow 3-4ft 10-12st,,0.349,3.49,10,1,,,Bu
